IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
15112,2025,Ryan McMahon,COL,30,1,3,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1,0,1,0,9,5,4,0,1,1,0.25,0.0,1.0,1.0,1.333,2.333,0.333,1.0,0.01,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.932,2.0,2,1.9,,0.1,0.0,2.0,0.2,$1.7,0.1,522,0.13,-0.02,0.15,1.0,0.11,1.13,,0,0.13,-0.02,0.444,95.5,,,0.33299999999999996,92.0,,,0.222,85.0,,,,,,,1.9,,0.1,,0.0,,,47.56,,3.24,,2.22,,,0.0,1.0,0.444,,1.0,1.0,0.444,0.5,0.0,0.0,0.444,,0.33299999999999996,,,,,,,,0.222,,,,95.7,,91.9,,,,,,,,84.6,,,-4.1,,0.2,,,,,,,,-9.3,,,11.1,,9.4,,,,,,,,-2.2,,,1.9,,0.1,,,,,,,,0.0,,,47.56,,3.24,,,,,,,,2.22,,,0.0,0.8,0.444,,1.0,1.0,0.556,19.2,0.0,0.0,,30 - 30,1.9,0.0,,0.667,0.0,0.33299999999999996,0.0,0.33299999999999996,0.667,0.25,0.222,,,0.444,0.33299999999999996,,,,,,,84.7,,,95.9,92.1,,,,,,,-9.5,,,-4.3,0.4,,,,,,,-3.7,,,10.0,8.4,,,,,,,0.0,,,1.9,0.1,,,,,,,2.22,,,47.56,3.24,,,,,,,0.0,1.0,0.444,,1.0,1.0,0.444,19.2,,450,236,0,319,352,212,366.0,2.57,109.0,0.0,,162.0,0.0,138.0,0.0,70.0,193.0,108.2,6.9,0,0.0,109.7,2,0.667,3,0.0,0.0,0.46,0.616,0.526,0.2
18030,2025,Harrison Bader,MIN,31,1,4,4,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0.5,1,3,0,0,15,7,8,0,0,0,0.0,0.0,0.0,0.5,1.5,2.0,1.0,0.333,0.0033,0.0,0.25,0.75,0.0,0.33299999999999996,0.0,0.0,0.84,1.7,2,1.7,-0.2,0.1,0.0,1.6,0.2,$1.3,0.1,466,0.01,-0.12,0.14,0.99,0.1,1.55,,0,0.14,-0.13,0.6,95.8,0.2,84.7,0.067,89.0,0.133,79.0,,,,,,,,,0.2,1.5,0.1,-0.1,,,,2.52,49.0,8.22,-4.53,,,,0.111,0.833,0.4,0.0,0.8,0.667,0.4,0.25,0.133,0.0,0.33299999999999996,,,,,0.267,0.267,0.133,,,,,,,98.5,,,,,92.1,85.6,79.3,,,,,,-0.2,,,,,-5.3,7.6,9.9,,,,,,10.0,,,,,5.9,-0.6,-7.5,,,,,,0.7,,,,,-0.5,1.6,-0.1,,,,,,14.94,,,,,-12.32,38.8,-4.53,,,,,,0.111,0.833,0.4,0.0,0.8,0.667,0.4,22.5,-0.2,0.0,,31 - 31,1.7,0.0,,0.5,0.25,0.25,0.0,0.25,0.75,0.25,,,0.133,0.33299999999999996,,,,,0.267,0.267,,,,79.5,98.8,,,,,92.3,85.8,,,,9.7,-0.8,,,,,-5.5,7.5,,,,-9.2,8.7,,,,,4.7,-2.2,,,,-0.1,0.7,,,,,-0.5,1.6,,,,-4.53,14.94,,,,,-12.32,38.8,,0.125,0.7140000000000001,0.4,0.0,0.8,0.667,0.467,22.5,,217,0,0,164,378,599,126.0,0.0,58.0,186.0,233.0,115.0,75.0,107.0,0.0,54.0,191.0,99.3,30.9,2,0.5,105.3,3,0.75,4,0.133,0.267,0.395,1.132,0.632,0.2
27676,2025,Vinnie Pasquantino,KCR,27,1,4,4,2,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0.5,0,3,1,0,12,3,9,0,0,0,0.0,0.0,0.0,0.5,1.5,2.0,1.0,0.333,0.0,0.25,0.0,0.75,0.0,0.33299999999999996,0.0,0.0,0.84,1.7,2,1.6,,0.1,-0.1,1.7,0.2,$1.4,0.1,461,0.45,-0.04,0.49,2.83,0.28,1.82,,0,0.13,0.12,0.833,95.9,,,0.083,89.0,0.083,79.0,,,,,,,,,0.3,,0.0,1.4,,,,2.93,,4.56,137.72,,,,0.4,0.7140000000000001,0.583,1.0,0.8,0.857,0.583,1.0,0.083,0.0,0.583,,0.16699999999999998,,,0.16699999999999998,,0.083,,,,,,,95.4,,99.4,,,90.3,,79.0,,,,,,-5.4,,0.9,,,-9.5,,3.7,,,,,,9.2,,7.8,,,6.3,,-2.7,,,,,,-0.2,,0.8,,,-0.3,,1.4,,,,,,-3.49,,41.45,,,-14.18,,137.72,,,,,,0.25,0.75,0.583,1.0,0.833,0.857,0.667,19.3,-0.1,0.0,,27 - 27,1.7,0.0,,0.5,0.0,0.5,0.0,0.25,0.75,0.25,,,0.083,0.5,0.25,,,,0.16699999999999998,,,,,79.1,96.6,96.0,,,,90.5,,,,,4.7,-5.0,1.1,,,,-8.9,,,,,-4.3,8.3,6.2,,,,5.1,,,,,1.4,-0.3,0.9,,,,-0.3,,,,,137.72,-4.83,29.16,,,,-14.18,,,0.5,0.625,0.583,1.0,0.8,0.857,0.667,19.3,,217,0,0,164,378,599,126.0,1.5,0.0,186.0,233.0,115.0,0.0,214.0,0.0,54.0,191.0,95.7,33.0,1,0.25,104.1,2,0.5,4,0.16699999999999998,0.25,0.245,0.675,0.374,0.2
27562,2025,Austin Wells,NYY,25,1,3,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0.333,0,2,0,1,19,10,9,0,0,0,0.25,0.25,1.0,0.5,1.333,1.833,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.695,1.2,2,1.2,0.1,0.1,0.1,1.5,0.2,$1.3,0.1,365,0.05,-0.05,0.11,0.38,0.04,0.99,,0,0.07,-0.01,0.579,94.8,0.053,83.0,0.053,91.0,0.105,80.5,0.21100000000000002,90.5,,,,,,,1.2,0.0,0.0,-0.2,0.1,,,10.7,0.61,3.84,-7.52,2.76,,,0.214,0.6,0.316,0.33299999999999996,1.0,0.667,0.263,0.25,0.105,0.0,0.316,,0.053,,,0.263,0.053,0.105,,,0.21100000000000002,,,,94.8,,90.7,,,95.0,83.1,80.4,,,90.3,,,-2.7,,-0.5,,,9.7,-0.7,4.5,,,-10.9,,,10.5,,7.0,,,7.3,-0.7,-4.0,,,1.8,,,1.5,,0.0,,,-0.3,0.0,-0.2,,,0.1,,,24.36,,3.84,,,-5.69,0.61,-7.52,,,2.76,,,0.28600000000000003,0.4,0.316,0.5,1.0,0.667,0.263,21.8,0.2,0.0,,25 - 25,1.2,0.0,,0.5,0.0,0.5,0.5,0.0,0.5,0.75,0.21100000000000002,,0.158,0.316,0.053,,,,0.263,,,90.0,,80.9,94.5,90.4,,,,94.6,,,-10.7,,3.3,-2.3,-1.9,,,,8.4,,,0.2,,-5.2,9.4,6.1,,,,6.0,,,0.1,,-0.1,1.5,0.0,,,,-0.3,,,2.76,,-4.81,24.36,3.84,,,,-5.69,,,0.25,0.429,0.316,0.33299999999999996,1.0,0.667,0.368,21.8,,145,267,107,164,336,599,0.0,0.0,0.0,249.0,350.0,115.0,0.0,214.0,338.0,0.0,127.0,95.9,45.0,1,0.5,103.7,1,0.5,2,0.158,0.263,0.262,0.806,0.508,0.1
19610,2025,Keibert Ruiz,WSN,26,1,4,4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,2,1,1,0,18,4,14,0,0,0,0.0,0.0,0.0,0.5,1.25,1.75,0.75,0.333,0.02,0.25,0.5,0.25,0.0,1.0,0.0,0.0,0.744,1.4,2,1.4,0.4,0.1,0.1,2.0,0.2,$1.7,0.1,405,0.03,-0.17,0.2,0.68,0.07,1.85,,0,0.26,-0.25,0.5,96.1,0.16699999999999998,89.3,0.16699999999999998,91.3,0.111,84.0,,,0.055999999999999994,84.0,,,,,1.8,-0.4,0.0,0.1,,0.0,,19.88,-14.04,0.0,2.58,,0.0,,0.556,0.889,0.722,0.8,1.0,0.9229999999999999,0.5,0.75,0.055999999999999994,0.0,0.389,,0.222,0.055999999999999994,,0.111,0.111,0.111,,,,,,,95.5,,92.1,83.7,,97.9,86.9,84.1,,,,,,-6.4,,-0.5,-8.3,,0.1,9.6,3.9,,,,,,9.8,,5.3,5.9,,5.1,1.6,-4.4,,,,,,1.7,,-0.2,0.0,,0.1,-0.2,0.1,,,,,,24.37,,-5.29,0.0,,4.15,-10.47,2.58,,,,,,0.33299999999999996,0.917,0.722,0.5,1.0,0.9229999999999999,0.667,20.7,0.5,0.0,,26 - 26,1.4,0.0,,0.75,0.25,0.0,0.5,0.0,0.5,0.25,,,0.111,0.389,0.222,0.055999999999999994,,,0.111,0.111,,,,84.0,95.5,92.2,83.7,,,98.0,87.0,,,,4.1,-5.6,0.1,-7.6,,,0.5,10.9,,,,-6.9,8.3,3.7,4.2,,,3.3,-0.3,,,,0.1,1.7,-0.2,0.0,,,0.1,-0.2,,,,2.58,24.37,-5.29,0.0,,,4.15,-10.47,,0.2,0.9229999999999999,0.722,0.0,1.0,0.9229999999999999,0.722,20.7,,225,0,0,160,330,478,122.0,1.28,109.0,72.0,713.0,182.0,72.0,0.0,277.0,0.0,145.0,81.7,-6.5,0,0.0,100.6,2,0.5,4,0.055999999999999994,0.111,0.335,0.579,0.386,0.3
21454,2025,Lars Nootbaar,STL,27,1,4,4,2,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.5,1,2,1,1,20,8,12,0,0,0,0.0,0.0,0.0,0.5,1.25,1.75,0.75,0.333,0.005,0.25,0.25,0.5,0.5,0.5,0.0,0.0,0.744,1.4,2,1.4,0.1,0.1,0.0,1.6,0.2,$1.3,2.6,406,0.2,-0.02,0.22,2.1,0.22,0.84,,0,0.14,0.1,0.4,95.3,0.05,85.0,0.15,91.3,0.05,82.0,0.3,88.2,0.05,87.0,,,,,-0.1,0.0,0.1,0.0,1.4,0.0,,-1.01,1.89,2.81,-4.34,23.08,1.89,,0.385,0.7140000000000001,0.5,0.6,0.8,0.7,0.35,0.25,0.15,0.0,0.4,,0.15,0.05,,,0.05,0.05,,,0.3,,,,95.1,,91.1,86.9,,,84.5,82.0,,,88.2,,,-4.5,,0.3,-3.5,,,9.0,5.7,,,-8.1,,,8.3,,5.4,1.0,,,-2.5,-7.5,,,0.9,,,-0.1,,0.1,0.0,,,0.0,0.0,,,1.4,,,-1.01,,2.81,1.89,,,1.89,-4.34,,,23.08,,,0.444,0.545,0.5,0.75,0.667,0.7,0.55,17.7,0.0,0.0,,27 - 27,1.4,0.0,,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.15,,0.05,0.4,0.15,0.2,,,,0.05,,87.6,,82.2,95.3,91.3,88.5,,,,84.7,,-9.8,,5.8,-4.4,0.5,-5.9,,,,9.6,,-0.1,,-8.9,7.3,4.4,-0.8,,,,-4.0,,-0.1,,0.0,-0.1,0.1,1.5,,,,0.0,,-1.84,,-4.34,-1.01,2.81,36.48,,,,1.89,,0.4,0.6,0.5,0.75,0.667,0.7,0.5,17.7,,225,0,0,160,330,478,122.0,1.28,55.0,144.0,356.0,122.0,72.0,104.0,138.0,53.0,145.0,101.1,24.0,0,0.0,109.8,2,0.5,4,0.1,0.25,0.543,1.363,0.795,0.2
24729,2025,Logan O'Hoppe,LAA,25,1,4,4,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.5,0,3,0,0,16,6,10,0,0,0,0.0,0.25,0.0,0.5,1.25,1.75,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.33299999999999996,0.0,0.0,0.744,1.4,2,1.4,0.0,0.1,0.1,1.5,0.2,$1.3,0.1,398,0.01,-0.02,0.03,1.05,0.11,0.33,,0,-0.01,0.04,0.375,93.2,0.43799999999999994,81.1,0.125,87.5,0.063,76.0,,,,,,,,,-0.4,-0.1,1.4,0.4,,,,-6.77,-1.81,71.58,42.07,,,,0.4,0.667,0.5,0.75,0.75,0.75,0.375,0.75,0.125,-0.1,0.375,,0.125,,,,0.43799999999999994,0.063,,,,,,,93.1,,87.3,,,,81.0,76.2,,,,,,0.7,,-0.9,,,,5.9,0.4,,,,,,8.0,,0.6,,,,0.7,-9.1,,,,,,-0.4,,1.4,,,,-0.1,0.4,,,,,,-6.77,,71.58,,,,-1.81,42.07,,,,,,0.4,0.667,0.5,0.5,1.0,0.75,0.375,16.3,0.1,0.0,,25 - 25,1.3,0.0,,0.667,0.0,0.33299999999999996,0.0,0.33299999999999996,0.667,0.5,,,0.063,0.375,0.125,,,,,0.43799999999999994,,,,76.7,93.6,87.6,,,,,81.5,,,,-1.0,0.0,-2.8,,,,,5.2,,,,-10.7,7.0,-0.4,,,,,-0.6,,,,0.4,-0.4,1.4,,,,,-0.1,,,,42.07,-6.77,71.58,,,,,-1.81,,0.4,0.667,0.5,0.75,0.75,0.75,0.375,16.3,,217,0,107,164,315,449,189.0,0.0,0.0,249.0,233.0,153.0,0.0,143.0,0.0,72.0,170.0,98.4,29.6,2,0.667,109.6,2,0.667,3,0.125,0.25,0.521,1.863,0.974,0.2
20599,2025,Ivan Herrera,STL,25,1,3,4,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.667,2,0,1,0,22,8,14,0,0,0,0.25,0.0,1.0,0.75,1.0,1.75,0.333,0.667,0.02,0.33299999999999996,0.667,0.0,0.0,0.0,0.0,0.0,0.711,1.3,2,1.3,-0.2,0.1,0.1,1.5,0.2,$1.3,0.1,383,0.06,-0.04,0.09,0.97,0.1,0.71,,0,0.14,-0.06,0.545,96.8,0.22699999999999998,88.8,,,0.136,85.0,0.091,91.5,,,,,,,0.5,0.8,,0.0,0.0,,,4.29,15.77,,1.11,1.92,,,0.231,1.0,0.545,1.0,1.0,1.0,0.409,0.25,0.0,0.2,0.455,,,,,0.091,0.22699999999999998,0.091,0.045,,0.091,,,,97.0,,,,,96.4,88.7,83.2,87.7,,91.6,,,-4.1,,,,,-8.8,5.1,5.2,1.1,,-8.4,,,8.7,,,,,6.5,-0.7,-7.6,-3.0,,1.6,,,0.5,,,,,0.0,0.8,0.0,0.0,,0.0,,,5.15,,,,,0.0,15.77,-0.25,3.84,,1.92,,,0.2,0.833,0.545,1.0,1.0,1.0,0.545,21.1,-0.1,0.0,,25 - 25,1.5,0.0,,0.0,0.667,0.33299999999999996,0.0,1.0,0.0,0.25,0.091,,0.182,0.455,,,,,0.091,0.182,,91.8,,86.2,97.2,,,,,96.6,88.6,,-9.0,,2.8,-4.1,,,,,-9.3,6.5,,0.1,,-6.9,7.7,,,,,5.4,-1.4,,0.0,,0.0,0.5,,,,,0.0,0.8,,1.92,,0.83,5.15,,,,,0.0,19.71,,0.111,0.846,0.545,1.0,1.0,1.0,0.591,21.1,,300,236,0,240,264,212,244.0,1.71,145.0,0.0,,0.0,192.0,138.0,0.0,211.0,0.0,93.3,-1.6,0,0.0,109.3,1,0.33299999999999996,3,0.091,0.091,0.364,0.479,0.448,0.2
17929,2025,Cedric Mullins,BAL,30,2,8,9,3,1,0,0,2,2,5,1,0,2,0,0,0,0,0,1,0.375,3,3,0,0,38,12,26,1,0,0,0.111,0.222,0.5,0.444,1.125,1.569,0.75,0.25,0.01,0.0,0.5,0.5,0.0,0.667,0.33299999999999996,0.0,0.64,2.3,3,2.4,-0.6,0.3,0.0,1.6,0.2,$1.4,2.5,330,0.04,-0.1,0.14,2.91,0.31,0.47,,0,0.2,-0.11,0.474,94.6,0.263,82.3,,,0.079,85.3,0.026000000000000002,87.0,0.158,85.5,,,,,1.3,-0.3,,1.4,0.5,-0.5,,7.13,-2.97,,45.06,50.25,-8.55,,0.33299999999999996,0.75,0.5529999999999999,0.667,0.8,0.762,0.526,0.778,0.132,-0.4,0.395,,,0.158,,0.079,0.263,0.079,,,0.026000000000000002,,,,95.1,,,85.6,,92.2,82.3,85.3,,,87.1,,,-6.4,,,-8.9,,3.1,1.6,6.2,,,-8.3,,,9.2,,,0.7,,2.7,1.7,-1.3,,,0.6,,,1.3,,,-0.5,,-0.1,1.1,-0.1,,,0.5,,,8.91,,,-8.55,,-1.74,11.44,-2.97,,,50.25,,,0.294,0.762,0.5529999999999999,0.6,0.813,0.762,0.5529999999999999,18.6,-0.6,-0.4,,30 - 30,1.9,0.0,,0.833,0.16699999999999998,0.0,0.16699999999999998,0.33299999999999996,0.5,0.556,0.105,,,0.395,,0.079,,,0.079,0.342,,84.2,,,94.8,,87.3,,,91.9,82.7,,-6.5,,,-5.4,,-10.0,,,3.5,3.7,,-2.1,,,8.1,,0.8,,,1.4,-0.3,,0.4,,,1.3,,-0.4,,,-0.1,1.1,,8.78,,,8.91,,-12.07,,,-1.74,8.11,,0.313,0.727,0.5529999999999999,0.6,0.813,0.762,0.579,18.6,,163,119,95,146,283,449,95.0,0.0,116.0,124.0,467.0,192.0,50.0,0.0,113.0,72.0,127.0,86.0,7.2,2,0.33299999999999996,103.7,3,0.5,6,0.132,0.263,0.269,0.802,0.474,0.2
20123,2025,Juan Soto,NYM,26,2,6,9,2,1,0,0,1,1,1,3,0,2,0,0,0,0,0,0,0.333,1,3,0,0,37,21,16,0,0,0,0.33299999999999996,0.222,1.5,0.556,0.833,1.389,0.5,0.333,0.0033,0.0,0.25,0.75,0.0,0.33299999999999996,0.0,0.0,0.56,1.8,3,1.8,-0.1,0.3,-0.1,1.9,0.2,$1.6,0.1,280,0.08,-0.14,0.22,0.96,0.1,0.93,,0,0.36,-0.28,0.405,96.3,0.162,84.7,0.081,92.3,0.135,83.6,0.081,90.7,0.135,89.0,,,,,0.6,-0.6,1.3,0.4,0.1,0.0,,3.77,-9.74,44.7,7.69,2.76,-0.71,,0.14800000000000002,0.4,0.21600000000000003,0.5,1.0,0.75,0.27,0.222,0.054000000000000006,0.0,0.162,,0.054000000000000006,0.027000000000000003,,0.243,0.18899999999999997,0.054000000000000006,0.081,,0.18899999999999997,,,,98.0,,96.0,85.2,,95.1,84.5,80.8,85.6,,90.2,,,-3.8,,1.0,-5.5,,8.3,2.3,-6.8,0.8,,-4.0,,,10.8,,8.1,-3.7,,6.2,0.3,-7.9,-9.8,,4.0,,,0.2,,1.4,0.0,,0.4,-0.6,0.2,0.2,,0.0,,,2.91,,68.86,4.56,,4.34,-8.87,9.98,6.16,,0.03,,,0.14800000000000002,0.4,0.21600000000000003,0.5,1.0,0.75,0.27,18.1,-0.2,0.0,,26 - 26,1.8,0.0,,0.5,0.25,0.25,0.0,0.5,0.5,0.667,0.21600000000000003,,0.135,0.162,0.054000000000000006,,,,0.243,0.18899999999999997,,89.8,,83.9,98.1,96.1,,,,95.4,84.7,,-3.7,,-2.1,-3.4,1.6,,,,8.1,2.3,,1.4,,-10.9,9.4,6.9,,,,4.9,-1.2,,0.0,,0.4,0.2,1.4,,,,0.4,-0.6,,0.59,,7.69,2.91,68.86,,,,4.34,-8.87,,0.14800000000000002,0.4,0.21600000000000003,0.5,1.0,0.75,0.27,18.1,,150,315,88,177,220,319,122.0,0.0,55.0,216.0,238.0,122.0,72.0,104.0,0.0,106.0,145.0,102.5,33.1,0,0.0,110.4,3,0.75,4,0.21600000000000003,0.27,0.247,0.736,0.51,0.2
19709,2025,Fernando Tatis Jr.,SDP,26,2,8,8,4,3,0,0,1,3,1,0,0,1,0,0,0,0,2,0,0.5,4,3,0,0,30,12,18,0,0,0,0.0,0.125,0.0,0.5,0.875,1.375,0.375,0.5,0.013300000000000001,0.0,0.5710000000000001,0.429,0.0,0.33299999999999996,0.0,0.0,0.594,1.8,3,1.8,-0.1,0.2,-0.1,2.2,0.2,$1.8,7.5,304,0.36,-0.08,0.45,2.41,0.26,1.39,,0,0.22,0.04,0.5329999999999999,94.8,0.267,81.9,0.033,93.0,,,0.1,87.0,0.067,83.5,,,,,1.6,0.4,-0.2,,-0.1,0.1,,9.94,5.44,-24.78,,-1.81,6.03,,0.294,0.846,0.5329999999999999,0.8,1.0,0.938,0.433,0.375,0.033,0.3,0.4,,0.033,0.067,,0.133,0.267,,,,0.1,,,,95.2,,92.7,83.3,,93.5,81.9,,,,86.8,,,0.2,,-1.0,-6.7,,-4.7,-2.1,,,,10.9,,,8.4,,6.1,-0.9,,6.6,-1.6,,,,0.1,,,1.2,,-0.2,0.1,,0.4,0.4,,,,-0.1,,,10.32,,-24.78,6.03,,8.78,5.44,,,,-1.81,,,0.267,0.8,0.5329999999999999,0.75,1.0,0.938,0.5,20.8,-0.2,0.4,,26 - 26,2.1,0.0,,0.5710000000000001,0.14300000000000002,0.28600000000000003,0.14300000000000002,0.28600000000000003,0.5710000000000001,0.25,0.1,,,0.433,0.033,0.067,,,0.1,0.267,,87.1,,,95.2,92.6,83.5,,,93.6,82.0,,11.3,,,1.9,0.6,-4.9,,,-8.2,-0.9,,-1.5,,,6.5,4.7,-3.1,,,6.1,-3.3,,-0.1,,,1.2,-0.2,0.1,,,0.4,0.4,,-1.81,,,9.35,-24.78,6.03,,,12.49,5.44,,0.267,0.8,0.5329999999999999,0.75,1.0,0.938,0.5,20.8,,225,0,50,160,231,239,183.0,0.0,125.0,124.0,238.0,139.0,41.0,118.0,79.0,60.0,165.0,90.0,0.7,2,0.28600000000000003,112.0,2,0.28600000000000003,7,0.067,0.1,0.426,1.092,0.632,0.3
16997,2025,Gleyber Torres,DET,28,2,7,8,3,2,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0.429,3,3,1,0,37,14,23,0,0,0,0.125,0.0,1.0,0.5,0.857,1.357,0.429,0.333,0.01,0.14300000000000002,0.429,0.429,0.0,0.33299999999999996,0.0,0.0,0.569,1.6,3,1.6,-0.6,0.2,0.0,1.7,0.2,$1.5,6.0,280,0.2,-0.13,0.33,1.04,0.11,1.59,,0,0.15,-0.03,0.405,95.2,0.135,83.6,0.027000000000000003,91.0,0.162,79.8,0.135,86.2,0.135,91.0,,,,,0.9,0.2,0.0,0.3,0.1,0.1,,6.18,3.38,-4.34,5.55,1.51,2.0,,0.36,0.667,0.45899999999999996,0.889,0.75,0.8240000000000001,0.324,0.625,0.081,0.4,0.35100000000000003,,0.081,0.081,,0.054000000000000006,0.135,0.162,,,0.135,,,,95.2,,90.6,91.3,,95.1,83.9,79.8,,,86.1,,,-0.1,,2.9,-6.9,,-9.6,8.6,-1.0,,,7.9,,,10.5,,5.0,0.9,,5.9,-1.4,-6.0,,,6.1,,,-0.4,,-0.1,0.1,,1.3,0.2,0.3,,,0.1,,,-2.99,,-2.32,4.21,,65.74,3.38,5.55,,,1.51,,,0.294,0.6,0.45899999999999996,0.8,0.833,0.8240000000000001,0.541,16.3,-0.5,0.2,,28 - 28,2.0,0.0,,0.28600000000000003,0.429,0.28600000000000003,0.0,0.7140000000000001,0.28600000000000003,0.25,0.135,,0.162,0.35100000000000003,0.081,0.081,,,0.054000000000000006,0.135,,86.7,,80.3,95.8,91.1,91.8,,,95.7,84.5,,7.6,,-1.1,0.0,3.7,-6.5,,,-9.1,9.3,,4.5,,-7.6,9.3,3.8,-0.8,,,4.7,-3.0,,0.1,,0.3,-0.4,-0.1,0.1,,,1.3,0.2,,1.51,,5.55,-2.99,-2.32,4.21,,,65.74,3.38,,0.25,0.619,0.45899999999999996,0.75,0.846,0.8240000000000001,0.568,16.3,,186,133,0,164,216,257,126.0,0.86,99.0,107.0,233.0,66.0,129.0,122.0,0.0,155.0,73.0,94.0,12.5,0,0.0,100.1,4,0.5710000000000001,7,0.162,0.243,0.368,0.586,0.446,0.2
